Female,20-30,yes,Several times per year,Yes,4,2,7,1,3,5,6,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,"Same price range,Similar function,Same brand,Cross-selling,Most rated products in same category",,Yes,Oily,Anti-age,Anti-age,Yes
Female,20-30,yes,Several times per month,Yes,5,1,7,3,4,6,2,Every time,Yes,Yes,"Yes, awalys",Moderately useful,Sometimes when the products are suitable,"Similar function,Most rated products in same category",,Yes,Oily,Hydration,Whitening,Yes
Male,20-30,No,Never,No,2,1,7,3,6,5,4,Every time,Yes,Yes,"Yes, awalys",Slightly useful,Sometimes when the products are suitable,"Same price range,Similar function",,Yes,Normal,Hydration,Hydration,Yes
Female,20-30,yes,Several times per year,No,4,1,7,2,3,5,6,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,Most rated products in same category,,Yes,Combination,Remove dark circle,Hydration,Yes
Female,20-30,yes,Several times per year,Yes,5,6,2,6,2,1,1,Often,No,No,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,Similar function,,Yes,Combination,Remove dark circle,Whitening,Yes
Female,20-30,yes,Several times per month,Yes,3,1,6,5,6,6,6,Every time,No,Yes,Never,Slightly useful,Sometimes when the products are suitable,"Similar function,Cross-selling,Most rated products in same category",,Yes,Combination,Hydration,Hydration,Yes
Female,20-30,yes,Only few times,Yes,,,,,,,,Often,Yes,No,"Yes, awalys",Slightly useless,"No, don care  trust the recommended products by the website",Similar function,,Yes,Combination,Anti-age,Hydration,Yes
Female,20-30,yes,Only few times,Yes,4,1,7,3,2,5,6,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Neither useful nor useless,Sometimes when the products are suitable,Similar function,,Yes,Combination,Hydration,Anti-age,Yes
Female,20-30,yes,Only few times,Yes,4,1,7,2,5,6,3,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,Similar function,,Yes,Combination,Remove dark circle,Hydration,Don't Care
Female,20-30,yes,Several times per year,Yes,5,7,5,5,5,3,7,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Similar function,Most rated products in same category",,Yes,Combination,Anti-age,Anti-age,Yes
Female,20-30,yes,Several times per year,Yes,4,5,1,4,6,4,5,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Similar function,Most rated products in same category",,Yes,Normal,Hydration,Hydration,Don't Care
Female,20-30,yes,Only few times,Yes,3,4,7,1,2,6,5,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,"Yes, always trust the recommendations","Same price range,Similar function,Same brand,Most rated products in same category",,Yes,Combination,Hydration,Hydration,Don't Care
Female,20-30,yes,Several times per month,No,3,1,5,4,6,7,2,Never,Yes,Yes,Never,Moderately useful,Sometimes when the products are suitable,"Same price range,Cross-selling",,Yes,Normal,Anti-age,Hydration,Yes
Female,20-30,yes,Only few times,Yes,1,4,3,2,5,6,7,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Neither useful nor useless,Sometimes when the products are suitable,"Same price range,Similar function,Same brand",,Yes,Normal,Anti-age,Anti-age,Don't Care
Female,20-30,yes,Several times per month,Yes,5,7,4,7,6,4,5,Every time,Yes,Yes,"Yes, awalys",Slightly useful,"Yes, always trust the recommendations",Same price range,,Yes,Senstive,Hydration,Anti-age,Yes
Female,20-30,No,Never,Yes,3,1,5,1,3,5,3,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,"Similar function,Same brand",,Yes,Combination,Remove dark circle,Whitening,Don't Care
Female,20-30,yes,Several times per year,Yes,3,1,7,2,5,6,4,Every time,Yes,No,"Yes, awalys",Moderately useful,Sometimes when the products are suitable,Similar function,,Yes,Problem,Remove dark circle,Whitening,Don't Care
Female,20-30,yes,Only few times,No,4,1,7,2,6,5,3,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Neither useful nor useless,Sometimes when the products are suitable,"Similar function,Same brand,Most rated products in same category",,Yes,Normal,,Hydration,Don't Care
Female,20-30,yes,Several times per month,Yes,4,5,2,5,7,1,1,Sometimes,No,Yes,"Sometimes, when the recommended products are relevant",Neither useful nor useless,Sometimes when the products are suitable,"Similar function,Same brand,Cross-selling,Most rated products in same category",,Yes,Senstive,Hydration,Hydration,Yes
Female,20-30,yes,Several times per month,No,3,6,7,6,6,7,3,Sometimes,No,Yes,"Sometimes, when the recommended products are relevant",Slightly useless,Sometimes when the products are suitable,"Same brand,Cross-selling",,Yes,Senstive,Hydration,Hydration,Yes
Female,20-30,No,Never,No,2,1,4,5,3,6,7,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Neither useful nor useless,Sometimes when the products are suitable,"Same price range,Similar function",,Yes,Senstive,Remove dark circle,Anti-age,Yes
Female,20-30,yes,Several times per year,Yes,3,1,7,2,5,4,6,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,"Similar function,Cross-selling,Most rated products in same category",,Yes,Normal,Hydration,Hydration,Don't Care
Female,20-30,yes,Several times per year,Yes,3,4,7,2,6,5,1,Sometimes,Yes,Yes,Never,Moderately useless,Sometimes when the products are suitable,"Same price range,Similar function,Same brand",,Yes,Combination,Anti-age,Hydration,Don't Care
Male,20-30,yes,Several times per year,Yes,2,1,3,4,7,5,6,Every time,Yes,No,"Yes, awalys",Extremely useful,"No, don care  trust the recommended products by the website",Same price range,,Yes,Senstive,Anti-age,Anti-age,Yes
Female,20-30,yes,Several times per year,No,4,7,2,5,3,6,7,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,Similar function,,Yes,Senstive,Remove dark circle,Hydration,Don't Care
Female,20-30,yes,Several times per year,Yes,3,1,7,4,5,6,2,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,"No, don care  trust the recommended products by the website",Similar function,,Yes,Combination,Anti-age,Anti-age,No
Male,20-30,yes,Only few times,No,4,1,7,4,7,5,2,Sometimes,Yes,No,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,Most rated products in same category,,Yes,Combination,Remove dark circle,Anti-age,Yes
Female,20-30,yes,Several times per year,Yes,7,1,6,2,5,3,4,Often,Yes,Yes,"Yes, awalys",Moderately useful,"Yes, always trust the recommendations",Similar function,,Yes,Normal,Anti-age,Anti-age,Yes
Female,20-30,yes,Several times per year,Yes,5,5,1,7,5,5,7,Every time,Yes,Yes,"Yes, awalys",Moderately useful,Sometimes when the products are suitable,Most rated products in same category,,Yes,Normal,Remove dark circle,Hydration,Yes
Female,20-30,yes,Several times per year,No,3,1,6,4,3,3,5,Every time,No,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,"Same price range,Similar function",,Yes,Combination,Anti-age,Hydration,Yes
Male,20-30,No,Never,No,3,5,3,5,3,6,6,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Same price range,Similar function,Same brand,Most rated products in same category",,Yes,Oily,Remove dark circle,Anti-age,Don't Care
Female,20-30,yes,Several times per month,Yes,6,5,7,3,4,2,1,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Same brand,Cross-selling,Most rated products in same category",,Yes,Combination,Remove dark circle,Whitening,Yes
Female,20-30,yes,Several times per year,Yes,6,1,5,7,2,4,3,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,Similar function,,Yes,Combination,Hydration,Hydration,Yes
Female,20-30,yes,Only few times,No,3,1,7,4,7,7,3,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Neither useful nor useless,"Yes, always trust the recommendations",Similar function,,Yes,Oily,Anti-age,Whitening,No
Male,20-30,yes,Only few times,No,5,7,3,6,4,4,6,Sometimes,Yes,No,"Sometimes, when the recommended products are relevant",Slightly useful,"No, don care  trust the recommended products by the website","Similar function,Most rated products in same category",,Yes,Oily,Remove dark circle,Hydration,No
Male,20-30,yes,Several times per year,No,3,2,7,1,7,7,1,Every time,Yes,Yes,Never,Slightly useful,"No, don care  trust the recommended products by the website",Same price range,,Yes,Combination,Anti-age,Anti-age,Yes
Female,20-30,yes,Only few times,Yes,7,1,6,2,5,3,4,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Similar function,Same brand",,Yes,Normal,Anti-age,Whitening,Yes
Female,20-30,yes,Several times per year,Yes,2,1,7,5,4,6,3,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Same price range,Similar function,Most rated products in same category",,Yes,Senstive,Remove dark circle,Whitening,Don't Care
Female,20-30,yes,Only few times,No,3,2,5,1,6,7,4,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,Same brand,,Yes,Combination,Hydration,Hydration,Yes
Female,20-30,yes,Only few times,Yes,2,1,3,4,5,6,7,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,"No, don care  trust the recommended products by the website",Most rated products in same category,,Yes,Combination,Hydration,Anti-age,Don't Care
Female,20-30,yes,Several times per year,Yes,4,1,7,2,5,3,6,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,Similar function,,Yes,Combination,Remove dark circle,Whitening,Yes
Female,20-30,yes,Several times per year,Yes,5,7,3,4,1,2,6,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Neither useful nor useless,Sometimes when the products are suitable,"Same price range,Same brand,Most rated products in same category",,Yes,Combination,Hydration,Hydration,Yes
Female,20-30,yes,Several times per year,No,4,1,7,3,5,6,2,Never,Yes,No,"Sometimes, when the recommended products are relevant",Neither useful nor useless,Sometimes when the products are suitable,"Similar function,Same brand",,Yes,Combination,Hydration,Hydration,Yes
Female,20-30,yes,Several times per month,No,3,1,7,2,4,5,6,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,"Yes, always trust the recommendations","Same price range,Similar function,Same brand",,Yes,Combination,Hydration,Hydration,Yes
Female,20-30,yes,Only few times,Yes,2,1,5,6,4,5,3,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,"Same price range,Same brand",,Yes,Combination,Hydration,Anti-age,No
Male,20-30,No,Never,Yes,1,2,3,4,5,6,7,Every time,Yes,No,"Yes, awalys",Extremely useful,"No, don care  trust the recommended products by the website",Same brand,,Yes,Combination,Remove dark circle,Whitening,Yes
Male,20-30,No,Never,Yes,1,3,2,4,7,6,5,Often,No,Yes,"Yes, awalys",Slightly useful,"No, don care  trust the recommended products by the website",Similar function,,Yes,Senstive,Hydration,Whitening,No
Female,20-30,yes,Only few times,Yes,3,7,1,6,2,4,5,Often,Yes,Yes,"Yes, awalys",Slightly useful,Sometimes when the products are suitable,"Similar function,Most rated products in same category",,Yes,Combination,Remove dark circle,Whitening,Yes
Female,20-30,yes,Several times per year,No,3,1,7,4,5,6,2,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Similar function,Same brand,Most rated products in same category",,Yes,Senstive,Remove dark circle,Whitening,Yes
Female,20-30,No,Never,Yes,5,3,2,1,7,6,4,Sometimes,Yes,Yes,Never,Extremely useless,Sometimes when the products are suitable,Same brand,,No,Combination,Anti-age,Anti-age,Don't Care
Male,20-30,No,Never,No,4,1,6,3,5,7,2,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Similar function,Same brand",,Yes,Normal,Anti-age,Whitening,Don't Care
Male,20-30,No,Never,No,5,1,7,3,4,6,2,Never,Yes,Yes,"Yes, awalys",Slightly useful,Sometimes when the products are suitable,"Similar function,Same brand",,Yes,Normal,Hydration,Whitening,Yes
Female,20-30,yes,Only few times,No,3,7,1,3,2,1,3,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Same price range,Similar function",,Yes,Normal,Remove dark circle,Whitening,Yes
Female,20-30,yes,Several times per month,Yes,3,2,6,4,1,5,7,Every time,No,No,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Similar function,Cross-selling",,Yes,Combination,Anti-age,Whitening,Don't Care
Female,20-30,yes,Several times per year,No,4,1,7,5,6,3,2,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,"Similar function,Most rated products in same category",,Yes,Combination,Remove dark circle,Whitening,Don't Care
Female,20-30,yes,Several times per year,No,6,6,4,6,5,5,5,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Neither useful nor useless,"No, don care  trust the recommended products by the website",Most rated products in same category,,Yes,Combination,Hydration,Hydration,Don't Care
Female,20-30,yes,Several times per year,Yes,5,1,5,2,4,3,2,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,"Similar function,Same brand,Most rated products in same category",,Yes,Combination,Hydration,Hydration,Don't Care
Female,20-30,yes,Several times per year,Yes,5,6,2,4,5,2,6,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,Most rated products in same category,,Yes,Combination,Remove dark circle,Anti-age,Don't Care
Female,20-30,yes,Several times per year,No,2,3,6,1,7,5,4,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Same price range,Similar function,Same brand,Cross-selling",,Yes,Senstive,Anti-age,Whitening,Don't Care
Male,20-30,No,Never,No,1,1,6,2,4,3,1,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Same price range,Same brand,Most rated products in same category",,Yes,Oily,Remove dark circle,Anti-age,Don't Care
Female,Below 20,yes,Only few times,Yes,2,1,7,3,4,5,6,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Neither useful nor useless,Sometimes when the products are suitable,"Similar function,Same brand,Most rated products in same category",,Yes,Combination,Remove dark circle,Hydration,Don't Care
Female,20-30,yes,Only few times,Yes,3,2,5,4,6,7,1,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Similar function,Same brand",,Yes,Senstive,Remove dark circle,Hydration,Yes
Female,20-30,yes,Several times per year,Yes,3,2,6,1,5,7,4,Every time,Yes,Yes,"Yes, awalys",Extremely useful,Sometimes when the products are suitable,"Similar function,Same brand",,Yes,Normal,Hydration,Hydration,Yes
Female,20-30,yes,Several times per year,Yes,3,1,7,2,4,6,5,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,Same brand,,Yes,Senstive,Hydration,Hydration,Yes
Female,20-30,yes,Several times per year,No,4,1,7,3,6,5,2,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,Similar function,,Yes,Oily,Anti-age,Whitening,Don't Care
Female,20-30,yes,Several times per year,Yes,2,1,5,4,7,3,6,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Extremely useless,"No, don care  trust the recommended products by the website","Similar function,Same brand",,Yes,Senstive,Remove dark circle,Hydration,Don't Care
Female,20-30,yes,Several times per year,Yes,3,2,7,1,5,4,6,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,"Same price range,Similar function",,Yes,Combination,Hydration,Hydration,Yes
Female,20-30,yes,Several times per year,Yes,4,1,7,3,5,6,2,Every time,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,"Similar function,Cross-selling,Most rated products in same category",,Yes,Combination,Hydration,Hydration,Don't Care
Male,20-30,yes,Only few times,No,5,1,6,2,4,3,7,Sometimes,Yes,Yes,"Yes, awalys",Slightly useful,Sometimes when the products are suitable,Similar function,,Yes,Normal,Anti-age,Hydration,Yes
Female,20-30,yes,Only few times,No,3,1,7,5,6,4,2,Often,Yes,Yes,"Sometimes, when the recommended products are relevant",Moderately useful,Sometimes when the products are suitable,Similar function,,Yes,Senstive,Anti-age,Hydration,Yes
Female,20-30,yes,Only few times,Yes,2,1,6,3,5,7,4,Often,Yes,Yes,"Yes, awalys",Moderately useful,"Yes, always trust the recommendations",Similar function,,Yes,Oily,Anti-age,Anti-age,Yes
Female,20-30,No,Never,Yes,6,1,7,2,3,5,4,Sometimes,Yes,Yes,Never,Slightly useful,Sometimes when the products are suitable,Most rated products in same category,,Yes,Combination,Hydration,Anti-age,Yes
Female,20-30,No,Never,Yes,2,1,3,4,5,7,6,Every time,No,No,"Sometimes, when the recommended products are relevant",Slightly useful,"No, don care  trust the recommended products by the website",Same price range,,Yes,Senstive,Anti-age,Hydration,Yes
Female,20-30,yes,Only few times,Yes,2,1,7,4,5,6,3,Never,Yes,Yes,"Sometimes, when the recommended products are relevant",Slightly useful,Sometimes when the products are suitable,Similar function,,No,Senstive,Hydration,Hydration,Yes
Male,20-30,yes,Only few times,No,1,3,7,2,4,6,5,Every time,Yes,No,"Sometimes, when the recommended products are relevant",Slightly useless,Sometimes when the products are suitable,"Same price range,Similar function,Same brand,Cross-selling,Most rated products in same category",,Yes,Oily,Hydration,Hydration,Yes
Female,20-30,yes,Only few times,Yes,3,1,5,4,6,7,2,Often,Yes,No,"Sometimes, when the recommended products are relevant",Neither useful nor useless,"No, don care  trust the recommended products by the website","Similar function,Most rated products in same category",,Yes,Combination,Anti-age,Anti-age,Yes
Male,20-30,yes,Only few times,No,6,1,7,2,3,4,5,Sometimes,Yes,Yes,"Sometimes, when the recommended products are relevant",Neither useful nor useless,Sometimes when the products are suitable,Same price range,,Yes,Normal,Hydration,Anti-age,Yes
